[000:00:06;271] OO
[004:14:25;977] WHAT I BASICALLY DID WAS
[004:14:27;112] ASK PEOPLE TO HELP ME CARRY
[004:14:29;347] THE BAGS EIGHT BLOCKS.
[004:14:30;881] >> HEY, CAN YOU GIVE ME A
[004:14:32;450] HAND WITH THESE BAGS?
[004:14:33;551] EXCUSE ME?
[004:14:34;185] I WAS WONDERING IF YOU
[004:14:35;953] COULD HELP ME CARRY THESE
[004:14:37;255] EIGHT BLOCKS UP TOWN?
[004:14:38;689] NO?
[004:14:39;056] >> NO, I DON'T THINK SO.
[004:14:40;291] >> EIGHT BLOCKS?
[004:14:42;093] >> YEAH.
[004:14:42;760] >> OH, NO, NOT ME.
[004:14:45;029] EIGHT?
[004:14:45;630] GET A CAB, LADY.
[004:14:47;198] >> WNT BACK TO THE SAME
[004:14:49;100] LOCATION AND DID THE SAME
[004:14:50;701] SHOPPING.
[004:14:51;603] BUT I WAS DRESSED AS MYSELF
[004:14:53;471] NORMALLY AND ASKED THE SAME
[004:14:54;972] QUESTION.
[004:14:55;507] AND I CAN'T TELL YOU HOW
[004:14:58;643] MANY YES, SIRES I GOT.
[004:15:00;311] I'M ACTUALLY GOING EIGHT
[004:15:01;679] BLOCKS UP.
[004:15:02;380] >> UP THAT WAY?
[004:15:03;581] >> YES.
[004:15:04;115] THANKS VERY MUCH.
[004:15:04;749] >> I HAVE A BAD BACK, BUT I
[004:15:06;351] WOULD BE HAPPY TO ATTEMPT
[004:15:08;119] ONE OR TWO.
[004:15:08;620] >> WELL, IF YOU HAVE A BAD
[004:15:10;622] BACK I DON'T WANT TO -- I'M
[004:15:12;989] GOING EIGHT BLOCKS.
[004:15:13;957] >> UPE?
[004:15:14;491] >> UP.
[004:15:15;759] YOU'RE SURE?
[004:15:16;326] >> ABSOLUTELY.
[004:15:17;961] >> EVEN WITH  BAD BACK. 
[004:15:20;096] >> EIGHT BLOCKS?
[004:15:21;165] >> UP.
[004:15:23;467] HOW FAR ARE YOU GOING?
[004:15:25;101] >> ONE. ñ?
[004:15:26;203] >> I HEARD PEOPLE SAYING
[004:15:29;072] I'M ONLY GOING ONE BLOCK
[004:15:30;740] BUT IF YOU'RE GOING EIGHT
[004:15:32;476] I'LL GO THE EXTRA SEVEN.
[004:15:34;578] WHEN I WAS IN THE FAT SUIT
[004:15:35;712] THERE WAS NO ATTEMPT FOR AN
[004:15:38;715] EXCUSE.
[004:15:39;316] THE CONCEPT WAS THAT I WAS
[004:15:40;684] LOCKED OUT OF MY CAR.
[004:15:41;785] I WAS CARRYING THIS COAT
[004:15:43;119] HANGER AND I WAS ASKING
[004:15:44;921] PEOPLE FOR ASSISTANCE TO
[004:15:46;223] HELP JIMMY THE LOCK.
[004:15:47;691] DO YOU KNOW HOW TO UNLOCK
[004:15:48;425] CAR DOORS?
[004:15:49;826] DO YOU KNOW HOW TO UNLOCK
[004:15:51;027] CAR DOORS?
[004:15:51;595] >> NO.
[004:15:52;529] >> EXCUSE ME, DO YOU KNOW
[004:15:53;830] HOW TO UNLOCK CAR DOORS?
[004:15:56;533] DO YOU KNOW HOW TO UNLOCK A
[004:15:58;202] CAR DOOR?
[004:15:59;503] I LITERALLY DID NOT GET ONE
[004:16:01;171] YES.
[004:16:01;572] WHEN I WAS FAT, NOTHING
[004:16:02;339] HAPPENED.
[004:16:02;806] BY FAR, THIS WAS ONE OF THE
[004:16:03;907] WORST SITUATIONS.
[004:16:05;108] I GOT NO HELP WHATSOEVER.
[004:16:06;476] AND WHEN I WAS IN MY SKINNY
[004:16:08;878] OUTCONSTITUENT, EVERYBODY
[004:16:10;347] HELPED ME.
[004:16:11;582] DO YOU GUYS KNOW ANYTHING
[004:16:13;383] ABOUT HOW TO --
[004:16:15;752] >> SORT OF --
[004:16:16;920] >> IT'S THOSE KIND OF
[004:16:17;954] BUTTONS, HUH?
[004:16:18;988] >> THOSE ARE REALLY HARD.
[004:16:20;156] >> WHAT'S THE HANDLE LOOK
[004:16:21;758] KE IN YOUR CAR?
[004:16:22;659] >> ARE YOU IN A RUSH?
[004:16:23;893] I DON'T MEAN TO BOTHER
[004:16:25;429] YOU.
[004:16:25;862] >> LET ME SEE.
[004:16:29;032] YOU'RE FINE.
[004:16:29;700] BUT I TELL YOU, WATCH.
[004:16:32;668] IT WORKED.
[004:16:33;703] >> WOW.
[004:16:35;304] >> I'VE DONE IT BEFORE.
[004:16:36;572] >> YOU HAVE?
[004:16:37;506] PEOPLE CAME OUT OF THE
[004:16:39;275] WALLS.
[004:16:39;709] THEY CAME OUT OF NOWHERE.
[004:16:40;777] THEY WANTED TO DO THINGS
[004:16:42;178] LIKE CALL THE COPS FOR ME,
[004:16:43;246] JIMMY THE LOCK,
[004:16:45;014] EVERYTHING.
[004:16:45;514] THERE'S THE DOOR LOCK RIGHT
[004:16:47;316] THERE.
[004:16:47;784] >> FINALLY VALERIE WAS
[004:16:50;653] JOINED BY ACTOR MICHAEL
[004:16:54;924] MAGUIRE.
[004:16:55;424] THEY TRIED TO GET INTO AN
[004:16:56;993] EXCLUSIVE NIGHTCLUB.
[004:16:57;994] >> THERE WAS A LINE AND A
[004:16:59;896] RAILING AROUND.
[004:17:00;463] THE GUY HAD UNHOOK IT AND
[004:17:02;732] SAID, GO RIGHT IN.
[004:17:04;333] WE WERE RIGHT INSIDE THE
[004:17:05;735] DOOR.
[004:17:06;535] >> ONLY MINUTES LATER WHEN
[004:17:08;171] WE GOT THEM INTO THEIR
[004:17:09;305] COSTUMES, IT WAS A
[004:17:09;906] DIFFERENT STOR
[004:17:10;774] >> WE WALKED UP TO THE SAME
[004:17:12;475] PEOPLE THAT WERE STANDIN
[004:17:13;777] THERE ANDO HEY
[004:17:15;211] BUT THE SHERIFF POINTS OUT HE'S
[004:17:16;913] HAVING A NEW JAIL BUILT. HE'S
[004:17:20;784] GOING TO HAVE TO HIRE 80 TO 90
[004:17:22;551] MORE PEOPLE TO RUN IT.
[004:17:26;555] AND HIS BUDGET IS GOING TO BE
[004:17:28;324] INCREASED BY 25 PERCENT."
[004:17:30;160] THE SHERIFF SAYS IT'S CHEAPER
[004:17:30;994] TO SEND FIRST TIME USERS TO
[004:17:31;828] REHABILITATION CENTERS.
[004:17:32;996] SOMETIMES IT COSTS UP TO 300
[004:17:33;930] DOLLARS A DAY TO KEEP SOMEONE
[004:17:34;697] IN JAIL.
[004:17:36;132] IN REHAB ITS ONLY 60 DOLLARS A
[004:17:38;301] DAY..AND THEY'RE KICKING THE
[004:17:39;903] HABIT.
[004:17:41;604] "WHERE AS IN JAIL ALL HE GETS
[004:17:42;638] ARE A BUNCH OF NEW FRIENDS WHO
[004:17:43;539] ARE BAD GUYS." BUT SOME LAWMEN
[004:17:44;340] SAY WE HAVENT WON BECAUSE THE
[004:17:45;108] WAR ISNT OVER YET.
[004:17:48;878] "BUT WE ARE SO MUCH BETER OFF.
[004:17:52;715] DRUG USE HAS FALLEN OFF. IF HE
[004:17:54;483] SAYS THE WAR ISNT WORKING HE'S
[004:17:55;651] GIVING UP TOO SOON."
[004:17:59;755] BUT THE SHERIFF SAYS THE STATE
[004:18:02;325] AND NATION COULD GO BROKE...
[004:18:03;292] BECAUSE OF ALL THE P.O.W.'S.
[004:18:07;896] IN SAN FRANCISCO MANUEL RAMOS R
[004:18:10;232] IS CALLED TACRINE . IT WILL BE
[004:18:11;334] SOLD BY WARNER-LAMBERT UNDER
[004:18:12;435] THE BRAND NAME COGNEX.
[004:18:13;536] CLINICAL STUDIES HAVE SHOWN
[004:18:14;637] THAT IT HELPS SOME PATIENTS
[004:18:15;738] WITH MILD TO MODERATE CASES OF
[004:18:21;444] WHEN THE FDA APPROVES A NEW
[004:18:22;211] DRUG, IT'S ONLY AFTER IT'S BEEN
[004:18:23;011] THROUGH AN EXTENSIVE REVIEW
[004:18:24;112] PROCESS, TO MAKE SURE IT'S SAFE
[004:18:25;247] AND DOES WHAT IT'S SUPPOSED TO
[004:18:26;382] DO. NOW THE FDA IS CONSIDERING
[004:18:27;483] NEW RULES REQUIRING FOOD
[004:18:28;517] SUPPLEMENTS, FROM
[004:18:29;618] MULTI-VITAMINS TO HERBAL
[004:18:30;720] EXTRACTS, TO PROVE THOSE
[004:18:31;787] PRODUCTS ARE SAFE AND
[004:18:32;755] EFFECTIVE.
[004:18:33;889] DR. DEAN EDELL JOINS US NOW.
[004:18:35;023] DEAN, THIS HAS STIRRED QUITE A
[004:18:35;725] CONTROVERSY.
[004:18:38;961] IT HAS INDEED. IN FACT, IF
[004:18:39;695] YOU VISIT YOUR LOCAL HEALTH
[004:18:40;429] FOOD STORE, YOU'LL SEE IT'S
[004:18:41;564] BEGINNING TO LOOK LIKE THEY'RE
[004:18:42;365] FOOD STORE, YOU'LL SEE IT'S
[004:18:42;365] BEGINNING TO LOOK LIKE THEY'RE
[004:18:42;365] GETTING READY FOR WAR.
[004:18:49;171] WHEN ANY OTHER PRODUCT MAKES
[004:18:49;938] A CLAIM, WE SAY "PROVE IT".
[004:18:50;673] BUT SOMEHOW FAT BUSTERS AND
[004:18:51;741] INTESTIN CLEANSERS ARE
[004:18:52;808] TREATED DIFFFERENTLY.
[004:18:53;909] James Attal/Whole Foods
[004:18:55;077] Market: "People should be aware
[004:18:56;178] of alternative ways to heal
[004:18:57;279] the body. And the information
[004:18:58;414] that research has provided
[004:18:59;482] should be available for
[004:19:00;549] consumers to make those
[004:19:01;484] choices."
[004:19:02;551] BUT ALL TOO OFTEN,
[004:19:03;652] ALTERNATIVE HAS SIMPLY MEANT
[004:19:04;854] UNPROVEN. NOW THE FDA IS
[004:19:05;855] RISKING A LONG, DRAWN-OUT
[004:19:06;989] BATTLE BY ASKING THE SUPPLEMENT
[004:19:08;123] INDUSTRY TO PLAY BY THE RULES.
[004:19:10;158] Janet MacDonald/FDA: "We are
[004:19:11;226] trying to call people's
[004:19:12;361] attention to what is going on
[004:19:13;496] with dietary supplements. We
[004:19:14;663] are going back to the snake oil
[004:19:15;730] era with some of the claims
[004:19:16;865] that are being made; everything
[004:19:17;999] from cancer to AIDS to multiple
[004:19:18;966] sclerosis."
[004:19:20;268] THE FDA HAS NOW MADE IT
[004:19:21;202] CLEAR TH WANT TO START SOME
[004:19:22;336] SORT OF REGULATION OF THE FOOD
[004:19:23;438] SUPPLEMENT INDUSTRY, WHICH
[004:19:24;606] UNNOW HAS REALIND
[004:19:25;673] FALLEN THROUGH THE CRACKS.
[004:19:26;775] UNLIKEEVERYTHING ELSE
[004:19:27;909] YOU CAN BUY, FROM PRESCRIPTION
[004:19:29;043] DRUGS TO HOUSEHOLD APPLIANCES,
[004:19:30;177] SUPPLEMENTS DON'T HAVE TO BACK
[004:19:31;312] UP THEIR CLAIMS WITH RESEARCH.
[004:19:32;414] THE FDA WANTS TO CHANGE THAT.
[004:19:33;548] AND THE SUPPLEMENT INDUSTRY
[004:19:34;682] IS CIRCLING ITS WAGONS. THESE
[004:19:35;817] BLACK RIBBONS SYMBOLIZE THE
[004:19:37;151] INDUSTRY'S CLAIM THAT NEW RULES
[004:19:38;052] WILL KILL OFF MANY PRODUCTS.
[004:19:39;186] Mr. Attal: "The FDA requires
[004:19:40;288] a tremendous amount of
[004:19:41;389] research, maybe even in the
[004:19:42;524] millions of dollars to get one
[004:19:43;525] product to market.
[004:19:44;626] THE FDA SAYS IT DOESN'T
[004:19:45;760] NEED MILLION-DOLLAR RESEARCH;
[004:19:46;928] JUST ENOUGH TO SHOW PRODUCTS DO
[004:19:47;929] WHAT THEY CLAIM.
[004:19:48;996] Ms. MacDonald: "Drug
[004:19:50;164] approval process is quite a bit
[004:19:51;265] more strict than what would be
[004:19:52;600] necessary for dietary
[004:19:53;401] supplements. But it's
[004:19:54;502] certainly more than just
[004:19:55;637] anecdotes and testimonials."
[004:19:56;771] OBVIOUSLY, TENSIONS ARE HIGH
[004:19:57;906] IN THIS EMOTIONAL DEBATE AROUND
[004:19:59;040] A FOUR-BILLION DOLLAR MARKET.
[004:20:00;141] WE CAN ONLY HOPE THE TWO
[004:20:01;275] FACTIONS CAN FIND SOME MIDDLE
[004:20:02;410] GROUND, SO CONSUMERS WILL STILL
[004:20:03;511] HAVE A CHOICE; ONE BASED ON
[004:20:04;512] GOOD SCIENCE.
[004:20:42;950] CONGRESS TO
[004:20:44;385] CONGRESS TO
[004:20:44;385] REGULATIONS
[004:21:17;485] THE BAD FLATTERY
[004:21:17;485] IS ON THE HOUSE.
[004:21:19;820] THE TWO LOVELIEST
[004:21:19;820] CREATURES ON D.S. NINE.
[004:21:22;656] I MUST BE LIVING CORRECTLY
[004:21:22;656] TO BE SO...
[004:21:25;493] SO BLESSED.
[004:21:27;328] WHAT CAN I DO FOR YOU, MAJOR?
[004:21:29;463] GET LOST.
[004:21:34;701] AS YOU WISH.
[004:21:43;044] HOW ARE YOU, LIEUTENANT?
[004:21:46;047] YOU KNOW WHAT THEY SAY--
[004:21:48;382] PUT THE SHOE
[004:21:48;382] ON THE RIGHT FOOT FIRST
[004:21:51;718] BUT PUT THE LEFT FOOT FIRST
[004:21:51;718] INTO THE BATHTUB.
[004:21:57;058] I UNDERSTAND.
[004:21:59;060] BUT WHAT I
[004:21:59;060] REALLY MEANT WAS...
[004:22:03;063] ARE YOU HAPPY?
[004:22:05;398] THAT'S NOT A QUESTION
[004:22:05;398] I GET ASKED VERY OFTEN.
[004:22:09;069] OH, BUT IT SHOULD BE.
[004:22:11;071] IN MY OPINION
[004:22:12;405] YOU'RE THE MOST VALUABLE
[004:22:12;405] OFFICER ON THIS STATION.
[004:22:16;242] MAY I?
[004:22:17;744] PLEASE.
[004:22:24;885] NOT BAD.
[004:22:26;887] FOR QUARK.
[004:22:28;555] IT IS GOOD.
[004:22:33;159] I COULDN'T IMAGINE RUNNING
[004:22:33;159] THIS STATION WITHOUT YOU.
[004:22:37;064] ARE YOU TRYING
[004:22:37;064] TO TELL ME SOMETHING?
[004:22:40;567] ( sighing )
[004:22:42;402] MY DISAGREEMENT
[004:22:42;402] WITH SISKO
[004:22:44;237] OVER THE VALERIANS
[004:22:44;237] IS NO SECRET.
[004:22:46;573] WELL, YOU KNOW HOW HE GETS
[004:22:46;573] ONCE HE'S MADE A DECISION.
[004:22:50;243] YES. LIKE TALKING TO A STONE.
[004:22:53;346] I REMEMBER A TIME
[004:22:53;346] ON ROCHANI THREE
[004:22:56;950] WE WERE CORNERED
[004:22:56;950] BY A PARTY OF KALEANS
[004:22:59;620] WHO WERE NOT VERY HAPPY
[004:22:59;620] TO SEE US, BUT BENJAMIN...
[004:23:03;090] YOU TOLD ME THE STORY
[004:23:03;090] THIS MORNING.
[004:23:05;926] OH.
[004:23:07;761] I SUPPOSE I DID.
[004:23:12;866] IF YOU WERE TO TALK
[004:23:12;866] TO STARFLEET COMMAND
[004:23:16;103] TELL THEM HOW DISPLEASED
[004:23:16;103] THE BAJORANS ARE
[004:23:18;705] WITH SISKO'S HANDLING OF THIS.
[004:23:21;041] I KNOW THEY'LL LISTEN TO YOU.
[004:23:23;777] I WAS DECORATED
[004:23:23;777] ON MY VERY FIRST MISSION.
[004:23:28;281] THE ADMIRAL WAS A VULCAN.
[004:23:30;617] SO DURING
[004:23:30;617] THE PRESENTATION CEREMONY...
[004:23:33;620] DAX.
[004:23:35;622] WE HAVE TO KEEP
[004:23:35;622] THE VALERIANS HERE
[004:23:38;057] UNTIL WE CAN SEARCH THE SHIP
[004:23:38;057] AND CONFISCATE THE DOLAMIDE.
[004:23:41;961] YOU'VE GOT TO CONVINCE
[004:23:41;961] STARFLEET.
[004:23:44;730] IT'S FOR THE GOOD OF BAJOR...
[004:23:44;730] AND THE FEDERATION.
[004:23:48;334] I'VE BEEN FRIENDS
[004:23:48;334] WITH BENJAMIN SISKO
[004:23:52;672] FOR... MANY YEARS.
[004:23:56;142] IN MANY WAYS,
[004:23:56;142] HE'S LIKE A SON...
[004:24:00;213] OR A NEPHEW.
[004:24:02;882] SOME KIND OF CLOSE RELATIVE,
[004:24:02;882] ANYWAY.
[004:24:06;219] JADZIA, LISTEN TO ME.
[004:24:08;721] I'M GETTING RID OF SISKO,
[004:24:08;721] ONE WAY OR THE OTHER.
[004:24:13;359] DON'T FORCE ME
[004:24:13;359] TO GET RID OF YOU AS WELL.
[004:24:19;365] ( crashing )
[004:24:28;808] WOULD YOU LIKE TO JOIN US?
[004:24:30;810] LET ME GO!
[004:24:32;478] WH DID YOU HEAR?
[004:24:34;480] NOTHING.
[004:24:35;881] NOTHING AT ALL.
[004:24:44;857] O'BRIEN WILL NEED AT LEAST A DAY
[004:24:44;857] TO DO ANYTHING ABOUT IT.
[004:24:48;960] BY THEN, IT WON'T MATTER.
[004:24:52;598] YOU'RE GOING AFTER SISKO.
[004:24:55;267] AND O'BRIEN.
[004:24:58;237] EITHER WE GET A MORE REASONABLE
[004:24:58;237] COMMANDER FROM STARFLEET--
[004:25:01;840] SOMEONE WE CAN CONTROL--
[004:25:04;710] OR WE GO IT ALONE.
[004:25:06;978] WITH ME RUNNING THIS PLACE
[004:25:08;980] YOU WILL BE ABLE TO DO
[004:25:08;980] WHAT NEEDS TO BE DONE.
[004:25:12;317] IF YOU WANT TO TOSS QUARK
[004:25:12;317] OUT ON HIS EARS
[004:25:15;320] TOSS HIM OUT.
[004:25:16;821] IF YOU WANT TO PROCLAIM
[004:25:16;821] MARTIAL LAW ON THE PROMENADE
[004:25:20;359] PROCLAIM IT.
[004:25:21;993] THIS STATION WILL BE YOURS
[004:25:21;993] TO PROTECT
[004:25:24;630] WITH NO INTERFERENCE.
[004:25:26;097] WHAT'S YOUR PLAN?
[004:25:30;669] ODO...
[004:25:32;371] I TRUST YOU MORE THAN ANYONE
[004:25:32;371] ON THIS STATION
[004:25:35;674] BECAUSE YOU CAN'T
[004:25:35;674] BE CORRUPTED
[004:25:39;010] BUT THIS I
[004:25:39;010] A DANGEROUS TIME
[004:25:43;014] AND I CAN'T TAKE
[004:25:43;014] ANY CHANCES, EVEN WITH YOU.
[004:25:46;117] WHEN THE TIME COMES
[004:25:50;021] YOU'LL KNOW IT.
[004:25:54;192] I'LL BE COUNTING ON YOU.
[004:25:59;598] TOO EXPECTS TO SIGN AN AGREEMENT
[004:26:00;766] WITHIN DAYS ON A FRAMEWORK FOR
[004:26:01;600] PEACE WITH ISRAEL.
[004:26:05;170] THE UNITED STATES RESUMED TALKS
[004:26:06;338] WITH THE P.L.O., AND PRESIDENT
[004:26:08;607] WITH "GUARANTEES."
[004:26:10;541] BUT AS BOB SIMON REPORTS FROM
[004:26:12;310] ISRAEL, THE HOPEFUL SIGNS CAME
[004:26:13;544] AMID DOUBTS, THREATS, AND MORE
[004:26:14;679] VIOLENCE.
[004:26:20;751] >> WHILE HISTORY WAS HAPPENING
[004:26:22;253] INSIDE THE PRIME MINISTER'S
[004:26:24;989] TRYING TO BLOCK ITS PATH,
[004:26:27;125] RIGHT-WING ISRAELIS, SETTLERS
[004:26:28;726] MAINLY, AFRAID THAT RABIN WAS
[004:26:31;696] SIGNING AWAY THE DEEDS TO THEIR
[004:26:33;198] LAND.
[004:26:34;933] ON PART OF THAT LAND, IN GAZA,
[004:26:36;600] MUSLIM FUNDAMENTALISTS WERE ON
[004:26:38;436] THE MARCH, CONVINCED THE P.L.O.
[004:26:43;674] BUT PRIME MINISTER SHIMON PERES
[004:26:44;809] DEFENDED THE PACT AS A TRIUMPH
[004:26:45;576] OF THE FUTURE OVER THE PAST.
[004:26:47;812] >> WHAT WE ARE TRYING SERIOUSLY
[004:26:49;814] TO DO IS GET RID OF THE
[004:26:51;449] POISONOUS PAST AND, TO USE A
[004:26:53;251] BIBLICAL PHRASE, TO RETURN TO
[004:26:57;255] >> IT WAS A CEREMONY OF
[004:26:58;789] RECOGNITION IN A FAR DEEPER
[004:27:00;024] SENSE THAN IS USUALLY CONVEYED
[004:27:01;226] BY THAT DIPLOMATIC PHRASE.
[004:27:03;594] FOR 45 YEARS, THE PALESTINIANS
[004:27:04;996] AND THE ISRAELIS HAVE REFUSED TO
[004:27:06;965] RECOGNIZE EACH OTHER'S EXISTENCE
[004:27:08;366] AS A NATION, AS A PEOPLE.
[004:27:10;101] THEY'VE BEEN WAGING WAR IN AN
[004:27:11;602] ATTEMPT TO OBLITERATE EACH OTHER
[004:27:15;673] IN 1948, WHEN THE BRITISH LEFT,
[004:27:16;975] THE PALESTINIANS TURNED DOWN AN
[004:27:18;309] OFFER TO SPLIT THE LAND WITH THE
[004:27:19;510] JEWS.
[004:27:21;912] THEY WENT TO WAR INSTEAD AND
[004:27:23;381] LOST.
[004:27:26;049] THE JEWS BECAME A NATION.
[004:27:27;485] THE PALESTINIANS BECAME
[004:27:30;821] IN 1964, THE P.L.O. WAS FORMED
[004:27:32;122] TO TURN THAT AROUND.
[004:27:34;825] IN 1967, THE WAR THAT WAS MEANT
[004:27:36;026] TO DO THAT BACKFIRED.
[004:27:37;895] LED BY A GENERAL NAMED YITZHAK
[004:27:39;764] RABIN, THE ISRAELIS CONQUERED
[004:27:41;265] MORE LAND.
[004:27:43;066] TWO YEARS LATER, YASSER ARAFAT
[004:27:44;502] TOOK OVER THE P.L.O. AND BECAME
[004:27:47;337] HIS DISCIPLES BLEW UP AIRPLANES,
[004:27:48;606] HIJACKED OTHERS, MURDERED
[004:27:54;311] CIVILIANS-- AMERICANS,
[004:27:55;379] EUROPEANS, AND ISRAELIS-- AND
[004:27:56;781] ATHLETES AT THE MUNICH OLYMPICS.
[004:27:59;182] THE WORLD WILL NOT HAVE A
[004:28:00;284] MINUTE'S PEACE, THE TERROR
[004:28:02;653] PALESTINIANS GET BACK THE LAND,
[004:28:03;854] ALL THE LAND.
[004:28:05;255] IN THEIR NATION-BUILDING
[004:28:06;390] ENTERPRISE, THE JEWS BEHAVED AS
[004:28:07;525] IF THERE WERE NO PALESTINIANS.
[004:28:09;192] IN FACT, THE EARLY ZIONISTS
[004:28:10;227] PROCLAIMED THIS REGION A LAND
[004:28:11;361] WITHOUT A PEOPLE FOR A PEOPLE
[004:28:12;329] WITHOUT A LAND.
[004:28:13;864] THEY DEFINED THEIR BORDERS WITH
[004:28:14;765] BULLDOZERS.
[004:28:16;534] THEY BUILT SETTLEMENTS ON ARAB
[004:28:19;503] WHILE THE P.L.O. MADE SPEECHES
[004:28:20;771] ABOUT DRIVING ISRAELIS INTO
[004:28:22;105] THE SEA, ISRAEL DID JUST THAT
[004:28:23;340] TO THE P.L.O.
[004:28:24;708] IT INVADED LEBANON IN 1982 WITH
[004:28:25;876] THE EXPRESS PURPOSE OF CHASING
[004:28:27;044] ARAFAT OUT.
[004:28:28;546] IT SUCCEEDED.
[004:28:30;113] ARAFAT BOARDED A BOAT TO TUNIS.
[004:28:33;250] SOON, PRESUMABLY, HE WILL MOVE
[004:28:37;087] TODAY'S CEREMONY RECOGNIZED HIS
[004:28:38;388] RIGHT TO DO THAT, THE RIGHT OF
[004:28:39;489] HIS PEOPLE TO HAVE A HOME IN A
[004:28:40;590] SMALL PART OF THE LAND WHICH TWO
[004:28:41;825] PEOPLES CLAIMED AS THEIR OWN.
[004:28:46;830] BOB SIMON, CBS NEWS, TEL AVIV.
[004:28:49;199] >> MOST OF THE WORLD IS
[004:28:51;701] AS A HISTORIC STEP FORWARD,
[004:28:52;735] AT LEAST A HOPE FOR PEACE.
[004:28:55;205] BUT IN THE MIDDLE EAST,
[004:28:56;340] HARD-LINERS ON BOTH SIDES
[004:28:57;341] ARE VOWING TO WRECK IT.
[004:29:00;978] CORRESPONDENT ALLEN PIZZEY
[004:29:01;945] HAS MORE ON THAT.
[004:29:05;349] >> ONE MAN WHO WON'T GET PEACE
[004:29:10;620] RADICAL PALESTINIANS TODAY
[004:29:11;788] DECLARED A DEATH SENTENCE
[004:29:13;457] ON HIM.
[004:29:16;159] EVEN THOSE WHO BACK ARAFAT SAY
[004:29:17;427] THERE HAS TO BE MORE THAN PEACE.
[004:29:19;929] THIS IS WHAT PALESTINIANS WANT,
[004:29:20;964] A PASSPORT FOR THEIR OWN STATE
[004:29:22;065] TO REPLACE THE ONE THEY LOST
[004:29:25;202] >> I WANT TO SAY I AM A
[004:29:26;370] PALESTINIAN, AND THIS AGAIN
[004:29:27;737] TO BE KNOWN FOR EVERYBODY.
[004:29:30;907] I DON'T LIKE TO FEEL AS IF I AM
[004:29:32;009] A STRANGER COMING FROM A NEW
[004:29:32;976] PLANET.
[004:29:36;279] >> AS REFUGEES, PALESTINIANS
[004:29:37;147] HAVE FEW LEGAL RIGHTS.
[004:29:40;683] PEACE WILL DEPEND VERY MUCH ON
[004:29:42;185] THE ABILITY OF ISRAEL'S ARAB
[004:29:43;820] NEIGHBORS TO GIVE THOSE
[004:29:44;988] PALESTINIANS WHO DON'T RETURN TO
[004:29:46;156] WHATEVER STATE EMERGES FROM THE
[004:29:47;257] PEACE DEAL A STATUS OTHER THAN
[004:29:48;425] REFUGEE.
[004:29:51;461] ISRAEL'S ACCEPTANCE OF A
[004:29:52;562] PALESTINIAN STATE IS CRUCIAL
[004:29:53;497] TO THAT.
[004:29:56;866] HAVE THEIR OWN AGENDAS WITH
[004:29:57;934] ISRAEL, AND THE PALESTINIANS
[004:29:58;968] ARE BARGAINING CHIPS.
[004:30:00;970] JORDAN HAS THE MOST ACUTE
[004:30:01;738] PROBLEM.
[004:30:04;040] 60% OF KING HUSSEIN'S SUBJECTS
[004:30:05;074] ARE PALESTINIAN.
[004:30:07;209] HE WILL LINK ANY PEACE AGREEMENT
[004:30:08;377] TO ISRAELI ASSURANCES THAT A
[004:30:09;512] FUTURE PALESTINIAN STATE WON'T
[004:30:10;547] AFFECT HIS DELICATE POLITICAL
[004:30:13;917] SYRIA IS INTERESTED IN A PEACE
[004:30:14;984] DEAL THAT WILL GET BACK THE
[004:30:15;818] GOLAN HEIGHTS.
[004:30:18;087] SYRIAN PRESIDENT HAFEZ AL-ASSAD
[004:30:19;221] ISN'T OPPOSING THE ARAFAT-
[004:30:20;489] ISRAELI DEAL NOW, BUT HE STILL
[004:30:21;624] HOSTS RADICAL PALESTINIAN
[004:30:22;725] FACTIONS WHO COULD WRECK THE
[004:30:23;960] PEACE PLAN UNLESS HE GETS WHAT
[004:30:25;227] HE WANTS, INCLUDING CONTINUED
[004:30:26;629] INFLUENCE IN LEBANON, WHICH IS
[004:30:34;804] UNTIL THE ISRAELIS LEAVE,
[004:30:35;838] THE RADICAL HEZBOLLAH WILL FIGHT
[004:30:36;940] THEM, HAMPERING THE LEBANESE
[004:30:38;107] GOVERNMENT'S EFFORTS TO FIND
[004:30:39;208] FOREIGN INVESTMENT TO REBUILD
[004:30:40;342] THE WAR-SHATTERED ECONOMY.
[004:30:43;913] SO LEBANON WON'T DO A UNILATERAL
[004:30:49;652] >> WE HAVE AGREED WITH SYRIA
[004:30:50;687] THAT A PEACE TREATY WILL BE
[004:30:51;854] SIGNED TOGETHER.
[004:30:55;658] >> YASSER ARAFAT LOOKS LIKE A
[004:30:56;759] BIGGER INSURANCE RISK THAN EVER,
[004:30:58;027] AND THAT MEANS THE FUTURE OF
[004:30:59;095] PEACE STILL COMES WITH A HIGH
[004:31:02;899] ALLEN PIZZEY, CBS NEWS, BEIRUT.
[004:31:05;802] >> PRESIDENT CLINTON MADE IT
[004:31:06;936] CLEAR AGAIN TODAY THAT THE
[004:31:08;037] UNITED STATES WILL BE A KEY
[004:31:09;171] PLAYER, NOT ONLY IN PLAYING HOST
[004:31:10;339] TO MONDAY'S PEACE AGREEMENT
[004:31:11;540] CEREMONY, BUT ALSO ENSURING
[004:31:12;874] THE PEACE ON THE GROUND.
[004:31:18;380] BRAVER HAS THE LATEST ON THAT.
[004:31:21;617] >> ACCOMPANIED BY HIS SECRETARY
[004:31:22;818] OF STATE, PRESIDENT CLINTON
